depth,rdeep_win_pct,retries
890,91.50,0
891,91.60,0
892,91.40,0
893,92.20,0
894,93.60,0
895,91.30,0
896,92.60,0
897,93.00,0
898,91.10,0
899,90.30,0
900,91.60,0
901,92.60,0
902,92.30,0
903,92.70,0
904,91.40,0
905,91.30,0
906,92.40,0
907,92.70,0
908,91.70,0
909,93.00,0
910,91.60,0
911,91.30,0
912,92.10,0
913,91.80,0
914,91.70,0
915,92.20,0
916,91.40,0
917,91.60,0
918,92.00,0
919,92.00,0
920,92.80,0
921,92.10,0
922,92.40,0
923,91.10,0
924,90.70,0
925,92.90,0
926,90.70,0
927,94.00,0
928,91.30,0
929,91.90,0
930,91.70,0
931,92.10,0
932,92.70,0
933,92.20,0
934,92.60,0
935,92.70,0
936,92.20,0
937,91.30,0
938,94.30,0
939,91.40,0
940,91.60,0
941,90.70,0
942,93.20,0
943,91.60,0
944,92.30,0
945,91.20,0
946,90.90,0
947,92.10,0
948,91.30,0
949,90.10,0
950,91.20,0
951,91.50,0
952,90.90,0
953,92.50,0
954,91.40,0
955,91.90,0
956,90.30,0
957,92.00,0
958,91.00,0
959,91.00,0
960,93.10,0
961,92.20,0
962,92.90,0
963,91.50,0
964,93.10,0
965,92.60,0
966,90.70,0
967,92.80,0
968,92.50,0
969,92.10,0
970,91.20,0
971,90.60,0
972,92.20,0
973,92.10,0
974,93.00,0
975,93.30,0
976,91.70,0
977,90.90,0
978,92.60,0
979,92.20,0
980,90.50,0
981,92.40,0
982,93.00,0
983,92.70,0
984,92.50,0
985,93.50,0
986,91.30,0
987,91.50,0
988,91.10,0
989,91.00,0
990,92.80,0
991,90.90,0
992,91.70,0
993,93.10,0
994,91.50,0
995,91.50,0
996,92.90,0
997,91.20,0
998,91.20,0
999,93.40,0
1000,92.10,0
