depth,rdeep_win_pct,retries
124,82.70,0
125,84.20,0
126,82.60,0
127,84.90,0
128,83.20,0
129,82.00,0
130,83.70,0
131,81.90,0
132,84.30,0
133,84.30,0
134,82.30,0
135,82.30,0
136,84.60,0
137,83.80,0
138,84.80,0
139,84.10,0
140,84.40,0
141,83.60,0
142,83.20,0
143,82.20,0
144,84.00,0
145,84.70,0
146,81.60,0
147,81.30,0
148,83.60,0
149,83.70,0
150,83.60,0
151,84.60,0
152,84.80,0
153,82.90,0
154,82.60,0
155,82.60,0
156,80.50,0
157,81.50,0
158,84.20,0
159,84.40,0
160,82.60,0
161,82.90,0
162,84.70,0
163,84.00,0
164,83.10,0
165,81.50,0
166,81.70,0
167,83.30,0
168,82.90,0
169,84.70,0
170,82.80,0
171,83.00,0
172,84.20,0
173,82.70,0
174,81.80,0
175,82.30,0
176,81.60,0
177,83.40,0
178,82.30,0
179,83.80,0
180,83.20,0
181,81.80,0
182,83.20,0
183,82.90,0
184,84.30,0
185,83.10,0
186,84.50,0
187,83.60,0
188,83.60,0
189,84.10,0
190,83.20,0
191,82.40,0
192,84.00,0
193,84.60,0
194,85.10,0
195,81.70,0
196,82.10,0
197,83.10,0
198,83.60,0
199,84.30,0
200,81.80,0
201,83.10,0
202,84.40,0
203,85.50,0
204,81.20,0
205,82.70,0
206,81.40,0
207,82.50,0
208,83.80,0
209,82.50,0
210,83.20,0
211,82.20,0
212,83.30,0
213,82.60,0
214,83.50,0
215,82.20,0
216,82.60,0
217,84.00,0
218,82.50,0
219,82.30,0
220,83.00,0
221,83.20,0
222,81.30,0
223,81.80,0
224,83.50,0
225,82.90,0
226,80.80,0
227,81.30,0
228,83.70,0
229,84.10,0
230,84.50,0
231,80.70,0
232,81.90,0
233,83.10,0
234,83.70,0
235,82.40,0
236,83.60,0
237,83.60,0
238,82.80,0
239,84.80,0
240,81.80,0
241,81.20,0
242,84.20,0
243,81.10,0
244,83.20,0
245,82.70,0
246,83.30,0
247,82.80,0
248,82.20,0
249,83.50,0
250,83.00,0
251,85.20,0
252,82.90,0
253,82.60,0
254,83.10,0
255,81.80,0
256,82.50,0
257,80.20,0
258,81.80,0
259,82.20,0
260,82.30,0
261,82.60,0
262,83.80,0
263,83.80,0
264,83.10,0
265,81.50,0
266,81.90,0
267,85.20,0
268,83.10,0
269,82.40,0
270,82.30,0
271,84.00,0
272,83.80,0
273,84.00,0
274,84.20,0
275,83.70,0
276,82.30,0
277,83.10,0
278,81.70,0
279,82.70,0
280,84.10,0
281,82.30,0
282,82.80,0
283,83.50,0
284,83.00,0
285,84.30,0
286,81.30,0
287,82.70,0
288,82.40,0
289,84.50,0
290,81.10,0
291,82.30,0
292,82.20,0
293,81.40,0
294,80.90,0
295,82.30,0
296,82.50,0
297,85.00,0
298,82.80,0
299,83.40,0
300,82.30,0
301,81.30,0
302,83.30,0
303,80.80,0
304,83.70,0
305,83.80,0
306,82.20,0
307,84.40,0
308,82.40,0
309,85.20,0
310,80.90,0
311,83.10,0
312,81.50,0
313,82.50,0
314,83.40,0
315,81.20,0
316,82.50,0
317,84.20,0
318,83.30,0
319,82.70,0
320,82.40,0
321,82.60,0
322,84.00,0
323,82.40,0
324,84.50,0
325,82.30,0
326,81.70,0
327,83.30,0
328,84.80,0
329,85.00,0
330,83.70,0
331,81.90,0
332,82.10,0
333,83.10,0
334,84.00,0
335,83.10,0
336,84.00,0
337,82.70,0
338,82.80,0
339,81.80,0
340,83.90,0
341,84.00,0
342,84.40,0
343,83.50,0
344,84.10,0
345,81.30,0
346,83.60,0
347,82.80,0
348,85.60,0
349,84.60,0
350,83.50,0
351,82.70,0
352,83.20,0
353,84.60,0
354,84.00,0
355,82.20,0
356,80.40,0
357,83.90,0
358,82.90,0
359,81.50,0
360,84.40,0
361,83.10,0
362,84.70,0
363,82.70,0
364,80.70,0
365,85.20,0
366,81.90,0
367,83.40,0
368,80.90,0
369,82.50,0
370,81.10,0
371,83.50,0
372,83.10,0
373,83.30,0
374,81.80,0
375,83.90,0
376,82.70,0
377,83.70,0
378,84.20,0
379,82.20,0
380,83.30,0
381,84.30,0
382,82.50,0
383,82.00,0
384,82.70,0
385,81.40,0
386,80.40,0
387,83.40,0
388,82.40,0
389,83.40,0
390,82.80,0
391,83.60,0
392,83.60,0
393,81.50,0
394,84.20,0
395,81.80,0
396,85.70,0
397,83.10,0
398,82.30,0
